"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.k5rb","randomiser.rz7w","Multiple.Choice.Grid.object.2.1..How.often.do.you.have.trouble.wrapping.up.the.final.details.of.a.project..once.the.challenging.parts.have.been.done.","Multiple.Choice.Grid.object.2.1..How.often.do.you.have.trouble.wrapping.up.the.final.details.of.a.project..once.the.challenging.parts.have.been.done..Quantised","Multiple.Choice.Grid.object.2.2..How.often.do.you.have.difficulty.getting.things.in.order.when.you.have.to.do.a.task.that.requires.organization.","Multiple.Choice.Grid.object.2.2..How.often.do.you.have.difficulty.getting.things.in.order.when.you.have.to.do.a.task.that.requires.organization..Quantised","Multiple.Choice.Grid.object.2.3..How.often.do.you.have.problems.remembering.appointments.or.obligations.","Multiple.Choice.Grid.object.2.3..How.often.do.you.have.problems.remembering.appointments.or.obligations..Quantised","Multiple.Choice.Grid.object.2.4..When.you.have.a.task.that.requires.a.lot.of.thought..how.often.do.you.avoid.or.delay.getting.started.","Multiple.Choice.Grid.object.2.4..When.you.have.a.task.that.requires.a.lot.of.thought..how.often.do.you.avoid.or.delay.getting.started..Quantised","Multiple.Choice.Grid.object.2.5..How.often.do.you.fidget.or.squirm.with.your.hands.or.feet.when.you.have.to.sit.down.for.a.long.time.","Multiple.Choice.Grid.object.2.5..How.often.do.you.fidget.or.squirm.with.your.hands.or.feet.when.you.have.to.sit.down.for.a.long.time..Quantised","Multiple.Choice.Grid.object.2.6..How.often.do.you.feel.overly.active.and.compelled.to.do.things..like.you.were.driven.by.a.motor.","Multiple.Choice.Grid.object.2.6..How.often.do.you.feel.overly.active.and.compelled.to.do.things..like.you.were.driven.by.a.motor..Quantised","Multiple.Choice.Grid.object.7.7..How.often.do.you.make.careless.mistakes.when.you.have.to.work.on.a.boring.or.difficult.project.","Multiple.Choice.Grid.object.7.7..How.often.do.you.make.careless.mistakes.when.you.have.to.work.on.a.boring.or.difficult.project..Quantised","Multiple.Choice.Grid.object.7.8..How.often.do.you.have.difficulty.keeping.your.attention.when.you.are.doing.boring.or.repetitive.work.","Multiple.Choice.Grid.object.7.8..How.often.do.you.have.difficulty.keeping.your.attention.when.you.are.doing.boring.or.repetitive.work..Quantised","Multiple.Choice.Grid.object.7.9...How.often.do.you.have.difficulty.concentrating.on.what.people.say.to.you..even.when.they.are.speaking.to.you.directly.","Multiple.Choice.Grid.object.7.9...How.often.do.you.have.difficulty.concentrating.on.what.people.say.to.you..even.when.they.are.speaking.to.you.directly..Quantised","Multiple.Choice.Grid.object.7.10..How.often.do.you.misplace.or.have.difficulty.finding.things.at.home.or.at.work.","Multiple.Choice.Grid.object.7.10..How.often.do.you.misplace.or.have.difficulty.finding.things.at.home.or.at.work..Quantised","Multiple.Choice.Grid.object.7.11..How.often.are.you.distracted.by.activity.or.noise.around.you.","Multiple.Choice.Grid.object.7.11..How.often.are.you.distracted.by.activity.or.noise.around.you..Quantised","Multiple.Choice.Grid.object.7.12..How.often.do.you.leave.your.seat.in.meetings.or.other.situations.in.which.you.are.expected.to.remain.seated.","Multiple.Choice.Grid.object.7.12..How.often.do.you.leave.your.seat.in.meetings.or.other.situations.in.which.you.are.expected.to.remain.seated..Quantised","Multiple.Choice.Grid.object.7.13..How.often.do.you.feel.restless.or.fidgety.","Multiple.Choice.Grid.object.7.13..How.often.do.you.feel.restless.or.fidgety..Quantised","Multiple.Choice.Grid.object.7.14..How.often.do.you.have.difficulty.unwinding.and.relaxing.when.you.have.time.to.yourself.","Multiple.Choice.Grid.object.7.14..How.often.do.you.have.difficulty.unwinding.and.relaxing.when.you.have.time.to.yourself..Quantised","Multiple.Choice.Grid.object.7.15..How.often.do.you.find.yourself.talking.too.much.when.you.are.in.social.situations.","Multiple.Choice.Grid.object.7.15..How.often.do.you.find.yourself.talking.too.much.when.you.are.in.social.situations..Quantised","Multiple.Choice.Grid.object.7.16..When.you.re.in.a.conversation..how.often.do.you.find.yourself.finishing.the.sentences.of.the.people.you.are.talking.to..before.they.can.finish.them.themselves.","Multiple.Choice.Grid.object.7.16..When.you.re.in.a.conversation..how.often.do.you.find.yourself.finishing.the.sentences.of.the.people.you.are.talking.to..before.they.can.finish.them.themselves..Quantised","Multiple.Choice.Grid.object.7.17..How.often.do.you.have.difficulty.waiting.your.turn.in.situations.when.turn.taking.is.required.","Multiple.Choice.Grid.object.7.17..How.often.do.you.have.difficulty.waiting.your.turn.in.situations.when.turn.taking.is.required..Quantised","Multiple.Choice.Grid.object.7.18..How.often.do.you.interrupt.others.when.they.are.busy.","Multiple.Choice.Grid.object.7.18..How.often.do.you.interrupt.others.when.they.are.busy..Quantised","Score..ASRS.S","Random_ID"
"1",1730561857857,"02/11/2024 15:37:37",1730561857857,0,"02/11/2024 15:37:37",193496,6,"questionnaire-sii6",NA,41067357,11991361,NA,"complete",NA,"672644ff7055d94eec3b5beb","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1536x730",NA,NA,0,"ASRS",7,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq1","Often","4","Sometimes","3","Often","4","Sometimes","3","Very often","5","Sometimes","3","Rarely","2","Very often","5","Sometimes","3","Often","4","Rarely","2","Rarely","2","Sometimes","3","Sometimes","3","Very often","5","Sometimes","3","Rarely","2","Sometimes","3","4","MDPRF31333"
"1",1730561973246,"02/11/2024 15:39:33",1730561973246,0,"02/11/2024 15:39:33",193496,6,"questionnaire-sii6",NA,41067443,11991411,NA,"complete",NA,"672645649a551f131bf101d6","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1504x1003","1504x868",NA,NA,0,"ASRS",7,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq2","Often","4","Sometimes","3","Often","4","Very often","5","Very often","5","Often","4","Sometimes","3","Often","4","Sometimes","3","Often","4","Very often","5","Sometimes","3","Often","4","Often","4","Often","4","Sometimes","3","Sometimes","3","Sometimes","3","6","MDPRF30226"
"1",1730562067059,"02/11/2024 15:41:07",1730562067059,0,"02/11/2024 15:41:07",193496,6,"questionnaire-sii6",NA,41067490,11991416,NA,"complete",NA,"672646e39469c2ac9f07a872","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x551",NA,NA,0,"ASRS",7,"In","KAJBICHDGEF",NA,"In","HM_OCT","seq1","Sometimes","3","Rarely","2","Rarely","2","Sometimes","3","Very often","5","Often","4","","","","","","","","","","","","","","","","","","","","","","","","","3","MDPRF21477"
"1",1730562093183,"02/11/2024 15:41:33",1730562093183,0,"02/11/2024 15:41:33",193496,6,"questionnaire-sii6",NA,41067505,11991415,NA,"complete",NA,"67264751d2ee59d1e2c3b5f0","computer","Desktop or Laptop","Linux x86_64","Chrome 130.0.0.0","412x915","980x1807",NA,NA,0,"ASRS",7,"In","JKIAHBGCFDE",NA,"In","MH_OCT","seq1","Often","4","Often","4","Very often","5","Often","4","Sometimes","3","Rarely","2","Rarely","2","Often","4","Sometimes","3","Sometimes","3","Sometimes","3","Never","1","Sometimes","3","Never","1","Never","1","Never","1","Never","1","Never","1","4","MDPRF77733"
"1",1730562096494,"02/11/2024 15:41:36",1730562096494,0,"02/11/2024 15:41:36",193496,6,"questionnaire-sii6",NA,41067507,11991421,NA,"complete",NA,"67264799db452f47bc8b6cc4","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1920x1080","1920x957",NA,NA,0,"ASRS",7,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq2","Sometimes","3","Rarely","2","Never","1","Sometimes","3","Sometimes","3","Never","1","","","","","","","","","","","","","","","","","","","","","","","","","1","MDPRF19517"
"1",1730562120182,"02/11/2024 15:42:00",1730562120182,0,"02/11/2024 15:42:00",193496,6,"questionnaire-sii6",NA,41067521,11991402,NA,"complete",NA,"672645ff766a04946a4abc11","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1616x909","1616x741",NA,NA,0,"ASRS",7,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq4","Never","1","Rarely","2","Never","1","Rarely","2","Sometimes","3","Never","1","","","","","","","","","","","","","","","","","","","","","","","","","0","MDPRF72685"
"1",1730562135081,"02/11/2024 15:42:15",1730562135081,0,"02/11/2024 15:42:15",193496,6,"questionnaire-sii6",NA,41067531,11991403,NA,"complete",NA,"672645bd37488979ff02a1ec","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1680x1050","1440x694",NA,NA,0,"ASRS",7,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq4","Rarely","2","Never","1","Rarely","2","Sometimes","3","Never","1","Often","4","","","","","","","","","","","","","","","","","","","","","","","","","1","MDPRF03208"
"1",1730562156423,"02/11/2024 15:42:36",1730562156423,0,"02/11/2024 15:42:36",193496,6,"questionnaire-sii6",NA,41067541,11991410,NA,"complete",NA,"672646a79b57ab5b3001d7a3","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x695",NA,NA,0,"ASRS",7,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq3","Very often","5","Very often","5","Often","4","Very often","5","Often","4","Sometimes","3","Often","4","Often","4","Very often","5","Sometimes","3","Often","4","Sometimes","3","Sometimes","3","Often","4","Very often","5","Very often","5","Very often","5","Very often","5","5","MDPRF74630"
"1",1730562183435,"02/11/2024 15:43:03",1730562183435,0,"02/11/2024 15:43:03",193496,6,"questionnaire-sii6",NA,41067547,11991407,NA,"complete",NA,"672647209a551f131bf10235","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x778",NA,NA,0,"ASRS",7,"In","GHFIEJDKCAB",NA,"In","HM_OCT","seq5","Sometimes","3","Sometimes","3","Rarely","2","Sometimes","3","Rarely","2","Rarely","2","","","","","","","","","","","","","","","","","","","","","","","","","2","MDPRF76101"
"1",1730562350826,"02/11/2024 15:45:50",1730547950826,-4,"02/11/2024 07:45:50",193496,6,"questionnaire-sii6",NA,41067616,11991420,NA,"complete",NA,"6726479639517e871f1d4a09","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x559",NA,NA,0,"ASRS",7,"In","CDBEAFKGJHI",NA,"In","MH_OCT","seq5","Often","4","Sometimes","3","Never","1","Sometimes","3","Very often","5","Sometimes","3","","","","","","","","","","","","","","","","","","","","","","","","","3","MDPRF69688"
"1",1730562547767,"02/11/2024 15:49:07",1730562547767,0,"02/11/2024 15:49:07",193496,6,"questionnaire-sii6",NA,41067671,11991450,NA,"complete",NA,"672648886fde57098f01d217","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1427x689",NA,NA,0,"ASRS",7,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq3","Very often","5","Often","4","Sometimes","3","Very often","5","Often","4","Rarely","2","Sometimes","3","Often","4","Sometimes","3","Sometimes","3","Sometimes","3","Sometimes","3","Sometimes","3","Rarely","2","Sometimes","3","Sometimes","3","Sometimes","3","Sometimes","3","5","MDPRF80658"
"1",1730562647908,"02/11/2024 15:50:47",1730562647908,0,"02/11/2024 15:50:47",193496,6,"questionnaire-sii6",NA,41067699,11991454,NA,"complete",NA,"672648dd6a4607ae807e006d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x754",NA,NA,0,"ASRS",7,"In","EFDGCHBIAJK",NA,"In","HM_OCT","seq5","Sometimes","3","Sometimes","3","Rarely","2","Often","4","Often","4","Rarely","2","Sometimes","3","Often","4","Rarely","2","Often","4","Often","4","Never","1","Often","4","Often","4","Sometimes","3","Sometimes","3","Often","4","Sometimes","3","4","MDPRF88012"
"1",1730562853094,"02/11/2024 15:54:13",1730562853094,0,"02/11/2024 15:54:13",193496,6,"questionnaire-sii6",NA,41067767,11991400,NA,"complete",NA,"672646dbe37bd6749fce8fa1","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1920x1080","1920x911",NA,NA,0,"ASRS",7,"In","FGEHDICJBKA",NA,"In","MH_OCT","seq4","Often","4","Rarely","2","Never","1","Sometimes","3","Sometimes","3","Sometimes","3","","","","","","","","","","","","","","","","","","","","","","","","","1","MDPRF43781"
"1",1730562945874,"02/11/2024 15:55:45",1730562945874,0,"02/11/2024 15:55:45",193496,6,"questionnaire-sii6",NA,41067792,11991406,NA,"complete",NA,"672645b30128cf1e4af1025a","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","638x632",NA,NA,0,"ASRS",7,"In","HIGJFKEADBC",NA,"In","MH_OCT","seq4","Rarely","2","Rarely","2","Never","1","Sometimes","3","Never","1","Never","1","","","","","","","","","","","","","","","","","","","","","","","","","0","MDPRF83713"
"1",1730563230600,"02/11/2024 16:00:30",1730563230600,0,"02/11/2024 16:00:30",193496,6,"questionnaire-sii6",NA,41067885,11991473,NA,"complete",NA,"67264afd6ba5a1d68919e74c","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","725x825","718x819",NA,NA,0,"ASRS",7,"In","GHFIEJDKCAB",NA,"In","HM_OCT","seq2","Rarely","2","Rarely","2","Never","1","Sometimes","3","Sometimes","3","Never","1","","","","","","","","","","","","","","","","","","","","","","","","","0","MDPRF79962"
"1",1730563405733,"02/11/2024 16:03:25",1730563405733,0,"02/11/2024 16:03:25",193496,6,"questionnaire-sii6",NA,41067930,11991485,NA,"complete",NA,"67264beb0a7e2ce25662ce99","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1470x956","1470x832",NA,NA,0,"ASRS",7,"In","HIGJFKEADBC",NA,"In","HM_OCT","seq1","Never","1","Never","1","Never","1","Rarely","2","Rarely","2","Sometimes","3","","","","","","","","","","","","","","","","","","","","","","","","","0","MDPRF03421"
"1",1730564143884,"02/11/2024 16:15:43",1730564143884,0,"02/11/2024 16:15:43",193496,6,"questionnaire-sii6",NA,41068062,11991463,NA,"complete",NA,"672647a9971138f2906746e7","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1920x1200","1920x1039",NA,NA,0,"ASRS",7,"In","FGEHDICJBKA",NA,"In","MH_OCT","seq5","Often","4","Often","4","Often","4","Often","4","Never","1","Never","1","Sometimes","3","Never","1","Rarely","2","Very often","5","Very often","5","Never","1","Often","4","Never","1","Rarely","2","Never","1","Never","1","Often","4","4","MDPRF34485"
"1",1730568571599,"02/11/2024 17:29:31",1730550571599,-5,"02/11/2024 07:29:31",193496,6,"questionnaire-sii6",NA,41068823,11991719,NA,"complete",NA,"67265ea68d701c5455b711a2","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 126.0.0.0","1241x697","1241x698",NA,NA,0,"ASRS",7,"In","IJHKGAFBECD",NA,"In","MH_OCT","seq2","Sometimes","3","Sometimes","3","Sometimes","3","Sometimes","3","Never","1","Never","1","","","","","","","","","","","","","","","","","","","","","","","","","3","MDPRF51200"
"1",1730570109737,"02/11/2024 17:55:09",1730555709737,-4,"02/11/2024 09:55:09",193496,6,"questionnaire-sii6",NA,41069018,11991804,NA,"complete",NA,"6726652b576d16cf98cb1ffc","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x585",NA,NA,0,"ASRS",7,"In","JKIAHBGCFDE",NA,"In","HM_OCT","seq3","Rarely","2","Never","1","Never","1","Sometimes","3","Never","1","Rarely","2","","","","","","","","","","","","","","","","","","","","","","","","","0","MDPRF01236"
"1",1730828806225,"05/11/2024 17:46:46",1730828806225,0,"05/11/2024 17:46:46",193496,6,"questionnaire-sii6",NA,41125423,12010562,NA,"complete",NA,"672a59a5a0f78518a02162de","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1494x934","1494x799",NA,NA,0,"ASRS",7,"In","KAJBICHDGEF",NA,"In","MH_OCT","seq3","Never","1","Rarely","2","Sometimes","3","Sometimes","3","Sometimes","3","Sometimes","3","","","","","","","","","","","","","","","","","","","","","","","","","1","MDPRF86181"
"1",1730828856626,"05/11/2024 17:47:36",1730828856626,0,"05/11/2024 17:47:36",193496,6,"questionnaire-sii6",NA,41125444,12010573,NA,"complete",NA,"672a59fd9570119e21bbbdc6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x783",NA,NA,0,"ASRS",7,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq1","Sometimes","3","Rarely","2","Sometimes","3","Often","4","Often","4","Rarely","2","Rarely","2","Often","4","Often","4","Sometimes","3","Often","4","Never","1","Sometimes","3","Rarely","2","Rarely","2","Never","1","Never","1","Never","1","4","MDPRF00818"
"1",1730829002333,"05/11/2024 17:50:02",1730829002333,0,"05/11/2024 17:50:02",193496,6,"questionnaire-sii6",NA,41125491,12010569,NA,"complete",NA,"672a59de02f3eabf6d4868d7","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x730",NA,NA,0,"ASRS",7,"In","BCADKEJFIGH",NA,"In","HM_OCT","seq4","Rarely","2","Never","1","Rarely","2","Sometimes","3","Often","4","Rarely","2","","","","","","","","","","","","","","","","","","","","","","","","","1","MDPRF21828"
"1",1730829146423,"05/11/2024 17:52:26",1730807546423,-6,"05/11/2024 05:52:26",193496,6,"questionnaire-sii6",NA,41125549,12010580,NA,"complete",NA,"672a59ebeb85126b49f22543","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x812",NA,NA,0,"ASRS",7,"In","CDBEAFKGJHI",NA,"In","MH_OCT","seq2","Sometimes","3","Sometimes","3","Sometimes","3","Sometimes","3","Sometimes","3","Sometimes","3","","","","","","","","","","","","","","","","","","","","","","","","","3","MDPRF44058"
"1",1730829519511,"05/11/2024 17:58:39",1730829519511,0,"05/11/2024 17:58:39",193496,6,"questionnaire-sii6",NA,41125744,12010596,NA,"complete",NA,"672a5b278419b346433a431b","computer","Desktop or Laptop","Windows 10","Chrome 107.0.0.0","1280x720","1280x569",NA,NA,0,"ASRS",7,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq4","Often","4","Often","4","Rarely","2","Sometimes","3","Never","1","Never","1","","","","","","","","","","","","","","","","","","","","","","","","","2","MDPRF87860"
"1",1730829570173,"05/11/2024 17:59:30",1730829570173,0,"05/11/2024 17:59:30",193496,6,"questionnaire-sii6",NA,41125761,12010628,NA,"complete",NA,"672a5c546ed48451485a1809","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1920x1080","1920x911",NA,NA,0,"ASRS",7,"In","KAJBICHDGEF",NA,"In","HM_OCT","seq3","Rarely","2","Often","4","Rarely","2","Very often","5","Rarely","2","Rarely","2","","","","","","","","","","","","","","","","","","","","","","","","","2","MDPRF28707"
"1",1730829560585,"05/11/2024 17:59:20",1730829560585,0,"05/11/2024 17:59:20",193496,6,"questionnaire-sii6",NA,41125774,12010621,NA,"complete",NA,"672a5bed904239f40ee16868","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1536x864","1536x746",NA,NA,0,"ASRS",7,"In","JKIAHBGCFDE",NA,"In","MH_OCT","seq1","Rarely","2","Rarely","2","Rarely","2","Often","4","Rarely","2","Never","1","","","","","","","","","","","","","","","","","","","","","","","","","1","MDPRF09251"
"1",1730829580959,"05/11/2024 17:59:40",1730829580959,0,"05/11/2024 17:59:40",193496,6,"questionnaire-sii6",NA,41125788,12010607,NA,"complete",NA,"672a5b860f366d3caaeef485","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x551",NA,NA,0,"ASRS",7,"In","FGEHDICJBKA",NA,"In","HM_OCT","seq5","Sometimes","3","Very often","5","Sometimes","3","Very often","5","Sometimes","3","Sometimes","3","Never","1","Sometimes","3","Sometimes","3","Sometimes","3","Rarely","2","Never","1","Sometimes","3","Very often","5","Sometimes","3","Sometimes","3","Sometimes","3","Sometimes","3","4","MDPRF28831"
"1",1730829531486,"05/11/2024 17:58:51",1730829531486,0,"05/11/2024 17:58:51",193496,6,"questionnaire-sii6",NA,41125827,12010638,NA,"complete",NA,"672a5cb6904239f40ee168b0","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1280x720","894x523",NA,NA,0,"ASRS",7,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq2","Very often","5","Often","4","Often","4","Very often","5","Very often","5","Rarely","2","Very often","5","Very often","5","Sometimes","3","Very often","5","Sometimes","3","Never","1","Rarely","2","Sometimes","3","Never","1","Sometimes","3","Rarely","2","Rarely","2","5","MDPRF70813"
"1",1730829647781,"05/11/2024 18:00:47",1730829647781,0,"05/11/2024 18:00:47",193496,6,"questionnaire-sii6",NA,41125832,12010588,NA,"complete",NA,"672a596987ecf858096a337a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x656",NA,NA,0,"ASRS",7,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq3","Sometimes","3","Sometimes","3","Very often","5","Often","4","Rarely","2","Rarely","2","Sometimes","3","Sometimes","3","Sometimes","3","Often","4","Rarely","2","Rarely","2","Sometimes","3","Sometimes","3","Sometimes","3","Rarely","2","Rarely","2","Rarely","2","4","MDPRF14681"
"1",1730829688303,"05/11/2024 18:01:28",1730829688303,0,"05/11/2024 18:01:28",193496,6,"questionnaire-sii6",NA,41125862,12010613,NA,"complete",NA,"672a5bc734480c73bfa77f65","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x800","1280x639",NA,NA,0,"ASRS",7,"In","GHFIEJDKCAB",NA,"In","HM_OCT","seq5","Rarely","2","Very often","5","Very often","5","Often","4","Sometimes","3","Sometimes","3","","","","","","","","","","","","","","","","","","","","","","","","","3","MDPRF25745"
"1",1730829905098,"05/11/2024 18:05:05",1730829905098,0,"05/11/2024 18:05:05",193496,6,"questionnaire-sii6",NA,41125991,12010648,NA,"complete",NA,"672a5cce0c8eb8219d081644","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1920x1080","1920x992",NA,NA,0,"ASRS",7,"In","DECFBGAHKIJ",NA,"In","HM_OCT","seq4","Often","4","Often","4","Sometimes","3","Very often","5","Often","4","Rarely","2","Rarely","2","Sometimes","3","Rarely","2","Very often","5","Sometimes","3","Rarely","2","Sometimes","3","Often","4","Never","1","Rarely","2","Never","1","Rarely","2","5","MDPRF86350"
"1",1730829945211,"05/11/2024 18:05:45",1730801145211,-8,"05/11/2024 02:05:45",193496,6,"questionnaire-sii6",NA,41126007,12010615,NA,"complete",NA,"672a5bec14b3001a05dd822f","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","2560x1440","2560x1261",NA,NA,0,"ASRS",7,"In","HIGJFKEADBC",NA,"In","MH_OCT","seq1","Rarely","2","Very often","5","Often","4","Very often","5","Rarely","2","Never","1","","","","","","","","","","","","","","","","","","","","","","","","","3","MDPRF90136"
"1",1730830002957,"05/11/2024 18:06:42",1730830002957,0,"05/11/2024 18:06:42",193496,6,"questionnaire-sii6",NA,41126042,12010618,NA,"complete",NA,"672a5bc1eea5b34b139694a7","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x991",NA,NA,0,"ASRS",7,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq5","Rarely","2","Sometimes","3","Never","1","Sometimes","3","Rarely","2","Very often","5","","","","","","","","","","","","","","","","","","","","","","","","","2","MDPRF48856"
"1",1730830080164,"05/11/2024 18:08:00",1730830080164,0,"05/11/2024 18:08:00",193496,6,"questionnaire-sii6",NA,41126089,12010671,NA,"complete",NA,"672a5de8af8b6ad2f23b454f","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1536x695",NA,NA,0,"ASRS",7,"In","HIGJFKEADBC",NA,"In","MH_OCT","seq5","Often","4","Often","4","Very often","5","Very often","5","Very often","5","Very often","5","Often","4","Very often","5","Often","4","Often","4","Often","4","Very often","5","Often","4","Often","4","Sometimes","3","Rarely","2","Rarely","2","Rarely","2","6","MDPRF60832"
"1",1730830095272,"05/11/2024 18:08:15",1730830095272,0,"05/11/2024 18:08:15",193496,6,"questionnaire-sii6",NA,41126094,12010642,NA,"complete",NA,"672a5cdbd80e0b44d3bded61","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1335x707",NA,NA,0,"ASRS",7,"In","EFDGCHBIAJK",NA,"In","HM_OCT","seq2","Sometimes","3","Sometimes","3","Never","1","Often","4","Rarely","2","Sometimes","3","","","","","","","","","","","","","","","","","","","","","","","","","3","MDPRF31306"
"1",1730830249464,"05/11/2024 18:10:49",1730801449464,-8,"05/11/2024 02:10:49",193496,6,"questionnaire-sii6",NA,41126179,12010695,NA,"complete",NA,"672a5ed50061d1917248c4f3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1470x956","1304x757",NA,NA,0,"ASRS",7,"In","KAJBICHDGEF",NA,"In","MH_OCT","seq4","Sometimes","3","Sometimes","3","Rarely","2","Sometimes","3","Often","4","Often","4","Rarely","2","Sometimes","3","Often","4","Often","4","Sometimes","3","Never","1","Rarely","2","Very often","5","Often","4","Very often","5","Sometimes","3","Rarely","2","4","MDPRF35697"
"1",1730830265810,"05/11/2024 18:11:05",1730808665810,-6,"05/11/2024 06:11:05",193496,6,"questionnaire-sii6",NA,41126191,12010661,NA,"complete",NA,"672a5d5e9593616b59d1885c","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 127.0.0.0","1440x900","1440x779",NA,NA,0,"ASRS",7,"In","JKIAHBGCFDE",NA,"In","MH_OCT","seq5","Sometimes","3","Sometimes","3","Sometimes","3","Sometimes","3","Sometimes","3","Sometimes","3","","","","","","","","","","","","","","","","","","","","","","","","","3","MDPRF66344"
"1",1730830297132,"05/11/2024 18:11:37",1730830297132,0,"05/11/2024 18:11:37",193496,6,"questionnaire-sii6",NA,41126205,12010649,NA,"complete",NA,"672a5d1ea1327e327452c4fa","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x593",NA,NA,0,"ASRS",7,"In","FGEHDICJBKA",NA,"In","HM_OCT","seq4","Rarely","2","Rarely","2","Rarely","2","Sometimes","3","Sometimes","3","Often","4","","","","","","","","","","","","","","","","","","","","","","","","","1","MDPRF93485"
"1",1730830403837,"05/11/2024 18:13:23",1730830403837,0,"05/11/2024 18:13:23",193496,6,"questionnaire-sii6",NA,41126252,12010713,NA,"complete",NA,"672a5fec7675888964486a6f","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1536x864","1536x695",NA,NA,0,"ASRS",7,"In","ABKCJDIEHFG",NA,"In","MH_OCT","seq3","Very often","5","Often","4","Sometimes","3","Often","4","Sometimes","3","Sometimes","3","Often","4","Sometimes","3","Sometimes","3","Often","4","Sometimes","3","Never","1","Sometimes","3","Often","4","Sometimes","3","Sometimes","3","Sometimes","3","Sometimes","3","4","MDPRF37035"
