"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","Consent.Form.object.2.I.have.read.and.understood.the.information.sheet.and.hereby.give.my.consent.to.take.part.in.this.experiment.in.full.knowledge.that.data.is.being.recorded...I.Agree.","Consent.Form.object.2.I.have.read.the.information.above.and.understand.I.can.email.the.researchers.with.any.questions...I.Agree.","Consent.Form.object.2.I.consent.to.the.collection.of.the.following.types.of.research.data..Mental.health.questionnaires.and.performance.on.computerised.tasks...I.Agree.","Consent.Form.object.2.I.understand.that.no.identifiable.personal.information.will.be.collected.and.that.my.data.will.be.stored.securely.and.anonymously...I.Agree.","Consent.Form.object.2.I.understand.that.participation.is.completely.voluntary.and.that.I.can.withdraw.at.any.point.without.giving.any.reason.and.without.any.penalty..simply.by.closing.my.browser...I.Agree.","Consent.Form.object.2.I.understand.that.confidentiality.will.be.strictly.adhered.to.and.it.will.not.be.possible.to.identify.me.in.any.publications.or.presentations...I.Agree.","Consent.Form.object.2.I.understand.the.benefits.of.participating.as.stated.in.the.Information.Sheet..including.the.receipt.of.financial.compensation...I.Agree.","Consent.Form.object.2.I.understand.that.only.fully.anonymised.research.data.from.the.study.will.be.presented..published.or.archived.in.an.open.access.repository..which.might.be.used.for.future.analysis.by.other.researchers.not.connected.with.UCL...I.Agree.","Consent.Form.object.2.I.confirm.that.I.have.a.good.internet.connection...I.Agree.","Consent.Form.object.2.I.consent.to.take.part.in.the.study...I.Agree.","Random_ID"
"1",1698687198651,"30/10/2023 17:33:18",1698687198651,0,"30/10/2023 17:33:18",149691,4,"questionnaire-1tsk",NA,32581682,9641824,NA,"complete",NA,"653fe85e64c956622b29f012","computer","Desktop or Laptop","Windows 10","Firefox 119.0","1920x1080","1920x893",NA,NA,0,"Consent",10,"In","KLJAIBHCGDFE",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF62490"
"1",1698687316079,"30/10/2023 17:35:16",1698687316079,0,"30/10/2023 17:35:16",149691,4,"questionnaire-1tsk",NA,32581753,9641829,NA,"complete",NA,"653fe93fa872c83503ee7ff6","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x1024","766x889",NA,NA,0,"Consent",10,"In","BCADLEKFJGIH",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF61000"
"1",1698687399063,"30/10/2023 17:36:39",1698687399063,0,"30/10/2023 17:36:39",149691,4,"questionnaire-1tsk",NA,32581816,9641837,NA,"complete",NA,"653fe9972802ee2b9aaa4da7","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"Consent",10,"In","EFDGCHBIAJLK",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF10737"
"1",1698687409078,"30/10/2023 17:36:49",1698687409078,0,"30/10/2023 17:36:49",149691,4,"questionnaire-1tsk",NA,32581819,9641838,NA,"complete",NA,"653fe9a9de4a37cde68a3232","computer","Desktop or Laptop","Windows 10","Opera 102.0.0.0","1920x1080","1879x970",NA,NA,0,"Consent",10,"In","DECFBGAHLIKJ",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF43905"
"1",1698687415568,"30/10/2023 17:36:55",1698673015568,-4,"30/10/2023 09:36:55",149691,4,"questionnaire-1tsk",NA,32581820,9641839,NA,"complete",NA,"653fe9aa0ea109b51678f657","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x931",NA,NA,0,"Consent",10,"In","FGEHDICJBKAL",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF37698"
"1",1698687458233,"30/10/2023 17:37:38",1698687458233,0,"30/10/2023 17:37:38",149691,4,"questionnaire-1tsk",NA,32581859,9641842,NA,"complete",NA,"653fe9d7e861830a39fe0022","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x707",NA,NA,0,"Consent",10,"In","GHFIEJDKCLBA",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF37681"
"1",1698687603980,"30/10/2023 17:40:03",1698687603980,0,"30/10/2023 17:40:03",149691,4,"questionnaire-1tsk",NA,32581947,9641848,NA,"complete",NA,"653fea5f767713c52c8ef2fa","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1470x956","1470x744",NA,NA,0,"Consent",10,"In","HIGJFKELDACB",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF92028"
"1",1698687622810,"30/10/2023 17:40:22",1698687622810,0,"30/10/2023 17:40:22",149691,4,"questionnaire-1tsk",NA,32581955,9641850,NA,"complete",NA,"653fea7ca06a26b0b39f4bbd","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x746",NA,NA,0,"Consent",10,"In","IJHKGLFAEBDC",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF95379"
"1",1698687627958,"30/10/2023 17:40:27",1698687627958,0,"30/10/2023 17:40:27",149691,4,"questionnaire-1tsk",NA,32581964,9641853,NA,"complete",NA,"653fea82903ea21dcf1180a6","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 17.0","1512x982","1512x842",NA,NA,0,"Consent",10,"In","JKILHAGBFCED",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF11088"
"1",1698687673970,"30/10/2023 17:41:13",1698687673970,0,"30/10/2023 17:41:13",149691,4,"questionnaire-1tsk",NA,32581998,9641858,NA,"complete",NA,"653fea916c62c2c550c07d2a","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.76","1080x720","1032x598",NA,NA,0,"Consent",10,"In","KLJAIBHCGDFE",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF71510"
"1",1698687703704,"30/10/2023 17:41:43",1698687703704,0,"30/10/2023 17:41:43",149691,4,"questionnaire-1tsk",NA,32582022,9641860,NA,"complete",NA,"653feab2da5aac3025e26691","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x961",NA,NA,0,"Consent",10,"In","LAKBJCIDHEGF",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF58485"
"1",1698687721467,"30/10/2023 17:42:01",1698687721467,0,"30/10/2023 17:42:01",149691,4,"questionnaire-1tsk",NA,32582032,9641862,NA,"complete",NA,"653fead25528909be390f2a9","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.76","1536x864","1528x742",NA,NA,0,"Consent",10,"In","ABLCKDJEIFHG",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF36750"
"1",1698687793220,"30/10/2023 17:43:13",1698687793220,0,"30/10/2023 17:43:13",149691,4,"questionnaire-1tsk",NA,32582077,9641867,NA,"complete",NA,"653fea4ddeae79509d4db670","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1800x974",NA,NA,0,"Consent",10,"In","BCADLEKFJGIH",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF65193"
"1",1698687892477,"30/10/2023 17:44:52",1698687892477,0,"30/10/2023 17:44:52",149691,4,"questionnaire-1tsk",NA,32582144,9641880,NA,"complete",NA,"653feb1e39218603fe59789b","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.76","1920x1080","1912x958",NA,NA,0,"Consent",10,"In","CDBEAFLGKHJI",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF25622"
"1",1698687922511,"30/10/2023 17:45:22",1698687922511,0,"30/10/2023 17:45:22",149691,4,"questionnaire-1tsk",NA,32582168,9641884,NA,"complete",NA,"653feba47f9ce680a5f3baac","computer","Desktop or Laptop","Windows 10","Firefox 119.0","1366x768","1366x607",NA,NA,0,"Consent",10,"In","DECFBGAHLIKJ",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF86355"
"1",1698688023809,"30/10/2023 17:47:03",1698688023809,0,"30/10/2023 17:47:03",149691,4,"questionnaire-1tsk",NA,32582215,9641889,NA,"complete",NA,"653fec0ceb70cc080096958e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x705",NA,NA,0,"Consent",10,"In","FGEHDICJBKAL",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF39501"
"1",1698688050545,"30/10/2023 17:47:30",1698688050545,0,"30/10/2023 17:47:30",149691,4,"questionnaire-1tsk",NA,32582233,9641892,NA,"complete",NA,"653febfa745826cc464839c2","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"Consent",10,"In","GHFIEJDKCLBA",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF28961"
"1",1698688106414,"30/10/2023 17:48:26",1698688106414,0,"30/10/2023 17:48:26",149691,4,"questionnaire-1tsk",NA,32582262,9641896,NA,"complete",NA,"653fec563fad42cfd2aa4c51","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"Consent",10,"In","HIGJFKELDACB",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF67941"
"1",1698688103508,"30/10/2023 17:48:23",1698688103508,0,"30/10/2023 17:48:23",149691,4,"questionnaire-1tsk",NA,32582264,9641897,NA,"complete",NA,"653fec49badbc19b1879131c","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1440x900","1554x923",NA,NA,0,"Consent",10,"In","IJHKGLFAEBDC",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF92039"
"1",1698688110792,"30/10/2023 17:48:30",1698688110792,0,"30/10/2023 17:48:30",149691,4,"questionnaire-1tsk",NA,32582271,9641899,NA,"complete",NA,"653fec54fbe55fbeebdd400e","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x973",NA,NA,0,"Consent",10,"In","JKILHAGBFCED",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF05187"
"1",1698688127600,"30/10/2023 17:48:47",1698688127600,0,"30/10/2023 17:48:47",149691,4,"questionnaire-1tsk",NA,32582277,9641900,NA,"complete",NA,"653fec3e717ef0afa24f8825","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1920x1039",NA,NA,0,"Consent",10,"In","ABLCKDJEIFHG",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF34462"
"1",1698688176949,"30/10/2023 17:49:36",1698688176949,0,"30/10/2023 17:49:36",149691,4,"questionnaire-1tsk",NA,32582324,9641906,NA,"complete",NA,"653feca48a4d72eac87c244b","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 17.0","1440x900","1440x820",NA,NA,0,"Consent",10,"In","ABLCKDJEIFHG",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF70104"
"1",1698688179186,"30/10/2023 17:49:39",1698688179186,0,"30/10/2023 17:49:39",149691,4,"questionnaire-1tsk",NA,32582326,9641907,NA,"complete",NA,"653fec802123ced4a725aa23","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x955",NA,NA,0,"Consent",10,"In","KLJAIBHCGDFE",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF09583"
"1",1698688184957,"30/10/2023 17:49:44",1698670184957,-5,"30/10/2023 07:49:44",149691,4,"questionnaire-1tsk",NA,32582329,9641908,NA,"complete",NA,"653feca7c12da01fc1d710d8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1280x800","1280x619",NA,NA,0,"Consent",10,"In","LAKBJCIDHEGF",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF33843"
"1",1698688187774,"30/10/2023 17:49:47",1698688187774,0,"30/10/2023 17:49:47",149691,4,"questionnaire-1tsk",NA,32582335,9641910,NA,"complete",NA,"653fecaa93deb82c30be83bd","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"Consent",10,"In","CDBEAFLGKHJI",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF76693"
"1",1698688202441,"30/10/2023 17:50:02",1698688202441,0,"30/10/2023 17:50:02",149691,4,"questionnaire-1tsk",NA,32582349,9641912,NA,"complete",NA,"653fecb964c956622b29f104","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x758",NA,NA,0,"Consent",10,"In","BCADLEKFJGIH",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF78856"
"1",1698688221590,"30/10/2023 17:50:21",1698670221590,-5,"30/10/2023 07:50:21",149691,4,"questionnaire-1tsk",NA,32582360,9641913,NA,"complete",NA,"653fecca569d5396304a76c9","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1600x704",NA,NA,0,"Consent",10,"In","DECFBGAHLIKJ",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF06944"
"1",1698688239708,"30/10/2023 17:50:39",1698688239708,0,"30/10/2023 17:50:39",149691,4,"questionnaire-1tsk",NA,32582381,9641917,NA,"complete",NA,"653fecd502cf4f15b5b5886a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1280x800","1280x715",NA,NA,0,"Consent",10,"In","FGEHDICJBKAL",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF51583"
"1",1698688244682,"30/10/2023 17:50:44",1698688244682,0,"30/10/2023 17:50:44",149691,4,"questionnaire-1tsk",NA,32582387,9641920,NA,"complete",NA,"653fece56cb20630ae7c23e0","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1800x1125",NA,NA,0,"Consent",10,"In","EFDGCHBIAJLK",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF78876"
"1",1698688254794,"30/10/2023 17:50:54",1698688254794,0,"30/10/2023 17:50:54",149691,4,"questionnaire-1tsk",NA,32582400,9641922,NA,"complete",NA,"653fecbbf0578ac12b483ab5","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.46","1280x720","1106x576",NA,NA,0,"Consent",10,"In","GHFIEJDKCLBA",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF46130"
"1",1698688264377,"30/10/2023 17:51:04",1698688264377,0,"30/10/2023 17:51:04",149691,4,"questionnaire-1tsk",NA,32582411,9641924,NA,"complete",NA,"653feb63415749095a109635","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Consent",10,"In","IJHKGLFAEBDC",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF52969"
"1",1698688293777,"30/10/2023 17:51:33",1698688293777,0,"30/10/2023 17:51:33",149691,4,"questionnaire-1tsk",NA,32582441,9641930,NA,"complete",NA,"653fed1faa0b056bfb4cc915","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"Consent",10,"In","HIGJFKELDACB",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF47480"
"1",1698688375518,"30/10/2023 17:52:55",1698688375518,0,"30/10/2023 17:52:55",149691,4,"questionnaire-1tsk",NA,32582525,9641937,NA,"complete",NA,"653fed27cb74aaae70215b81","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.5","1440x900","1440x820",NA,NA,0,"Consent",10,"In","LAKBJCIDHEGF",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF90628"
"1",1698688379245,"30/10/2023 17:52:59",1698670379245,-5,"30/10/2023 07:52:59",149691,4,"questionnaire-1tsk",NA,32582527,9641938,NA,"complete",NA,"653fed6c630a470a8b146b1d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x783",NA,NA,0,"Consent",10,"In","KLJAIBHCGDFE",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF39643"
"1",1698688378527,"30/10/2023 17:52:58",1698688378527,0,"30/10/2023 17:52:58",149691,4,"questionnaire-1tsk",NA,32582531,9641939,NA,"complete",NA,"653fed63670dd0e11a2b0957","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x695",NA,NA,0,"Consent",10,"In","JKILHAGBFCED",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF50847"
"1",1698688424900,"30/10/2023 17:53:44",1698688424900,0,"30/10/2023 17:53:44",149691,4,"questionnaire-1tsk",NA,32582578,9641944,NA,"complete",NA,"653fed9d381b448d996d48d8","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.76","1280x800","1272x644",NA,NA,0,"Consent",10,"In","BCADLEKFJGIH",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF82251"
"1",1698688459004,"30/10/2023 17:54:19",1698688459004,0,"30/10/2023 17:54:19",149691,4,"questionnaire-1tsk",NA,32582606,9641946,NA,"complete",NA,"653fed9e1fa89d6f4fe65528","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"Consent",10,"In","CDBEAFLGKHJI",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF05460"
"1",1698688460631,"30/10/2023 17:54:20",1698674060631,-4,"30/10/2023 09:54:20",149691,4,"questionnaire-1tsk",NA,32582608,9641947,NA,"complete",NA,"653fedb79bb76432382b3ebc","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1504x1003","1504x846",NA,NA,0,"Consent",10,"In","DECFBGAHLIKJ",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF89971"
"1",1698688481397,"30/10/2023 17:54:41",1698688481397,0,"30/10/2023 17:54:41",149691,4,"questionnaire-1tsk",NA,32582636,9641954,NA,"complete",NA,"653feddaf9385a120b146aef","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x715",NA,NA,0,"Consent",10,"In","GHFIEJDKCLBA",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF30203"
"1",1698688527509,"30/10/2023 17:55:27",1698688527509,0,"30/10/2023 17:55:27",149691,4,"questionnaire-1tsk",NA,32582676,9641959,NA,"complete",NA,"653fedeaa8e3aaaec7a6d02b","computer","Desktop or Laptop","Windows 10","Firefox 118.0","1366x768","1364x683",NA,NA,0,"Consent",10,"In","HIGJFKELDACB",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF98820"
"1",1698688537666,"30/10/2023 17:55:37",1698688537666,0,"30/10/2023 17:55:37",149691,4,"questionnaire-1tsk",NA,32582686,9641960,NA,"complete",NA,"653fec3683da2d9a8eb58877","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x931",NA,NA,0,"Consent",10,"In","FGEHDICJBKAL",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF94204"
"1",1698688551610,"30/10/2023 17:55:51",1698692151610,1,"30/10/2023 19:55:51",149691,4,"questionnaire-1tsk",NA,32582691,9641961,NA,"complete",NA,"653fedcd3b0bacfba345183a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1680x1050","560x885",NA,NA,0,"Consent",10,"In","JKILHAGBFCED",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF43003"
"1",1698688606226,"30/10/2023 17:56:46",1698688606226,0,"30/10/2023 17:56:46",149691,4,"questionnaire-1tsk",NA,32582737,9641964,NA,"complete",NA,"653feb8f456c4834cc92ab03","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x603",NA,NA,0,"Consent",10,"In","IJHKGLFAEBDC",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF03019"
"1",1698688625458,"30/10/2023 17:57:05",1698688625458,0,"30/10/2023 17:57:05",149691,4,"questionnaire-1tsk",NA,32582764,9641967,NA,"complete",NA,"653fee3c03cf194f96892967","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","958x917",NA,NA,0,"Consent",10,"In","KLJAIBHCGDFE",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF66324"
"1",1698688629702,"30/10/2023 17:57:09",1698688629702,0,"30/10/2023 17:57:09",149691,4,"questionnaire-1tsk",NA,32582767,9641968,NA,"complete",NA,"653fee00f0959f8dd510952e","computer","Desktop or Laptop","Windows 10","Opera 102.0.0.0","1536x864","1495x723",NA,NA,0,"Consent",10,"In","CDBEAFLGKHJI",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF74201"
"1",1698688666236,"30/10/2023 17:57:46",1698688666236,0,"30/10/2023 17:57:46",149691,4,"questionnaire-1tsk",NA,32582802,9641970,NA,"complete",NA,"653fee8fda5aac3025e26738","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1470x956","1470x765",NA,NA,0,"Consent",10,"In","LAKBJCIDHEGF",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF58754"
"1",1698688682880,"30/10/2023 17:58:02",1698688682880,0,"30/10/2023 17:58:02",149691,4,"questionnaire-1tsk",NA,32582813,9641972,NA,"complete",NA,"653fee9ccc3eac5a09e394d7","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x585",NA,NA,0,"Consent",10,"In","ABLCKDJEIFHG",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF54694"
"1",1698688725500,"30/10/2023 17:58:45",1698688725500,0,"30/10/2023 17:58:45",149691,4,"questionnaire-1tsk",NA,32582857,9641975,NA,"complete",NA,"653feec4d7a4703c2edc9620","computer","Desktop or Laptop","Windows 10","Firefox 119.0","1536x864","1536x739",NA,NA,0,"Consent",10,"In","BCADLEKFJGIH",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF44779"
"1",1698688768135,"30/10/2023 17:59:28",1698688768135,0,"30/10/2023 17:59:28",149691,4,"questionnaire-1tsk",NA,32582906,9641981,NA,"complete",NA,"653fee162f30f5dd8f7a60b5","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1706x774",NA,NA,0,"Consent",10,"In","EFDGCHBIAJLK",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF26423"
"1",1698688769647,"30/10/2023 17:59:29",1698688769647,0,"30/10/2023 17:59:29",149691,4,"questionnaire-1tsk",NA,32582909,9641983,NA,"complete",NA,"653feef7b530bc2e68110680","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1707x960","1707x843",NA,NA,0,"Consent",10,"In","DECFBGAHLIKJ",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF23910"
"1",1698688965085,"30/10/2023 18:02:45",1698688965085,0,"30/10/2023 18:02:45",149691,4,"questionnaire-1tsk",NA,32583069,9641998,NA,"complete",NA,"653fee8639218603fe59791c","computer","Desktop or Laptop","Windows 10","Firefox 119.0","1920x1080","1920x947",NA,NA,0,"Consent",10,"In","FGEHDICJBKAL",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF70079"
"1",1698689143122,"30/10/2023 18:05:43",1698689143122,0,"30/10/2023 18:05:43",149691,4,"questionnaire-1tsk",NA,32583199,9642013,NA,"complete",NA,"653feedfd7a4703c2edc9623","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x911",NA,NA,0,"Consent",10,"In","GHFIEJDKCLBA",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF08817"
"1",1698690126314,"30/10/2023 18:22:06",1698690126314,0,"30/10/2023 18:22:06",149691,4,"questionnaire-1tsk",NA,32583583,9642086,NA,"complete",NA,"653fed1c362bff2609ddf668","computer","Desktop or Laptop","Windows 7","Chrome 109.0.0.0","1366x768","1366x657",NA,NA,0,"Consent",10,"In","IJHKGLFAEBDC",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF69651"
"1",1698690201112,"30/10/2023 18:23:21",1698690201112,0,"30/10/2023 18:23:21",149691,4,"questionnaire-1tsk",NA,32583609,9642091,NA,"complete",NA,"653ff4106e949b2df73ebb85","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"Consent",10,"In","JKILHAGBFCED",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF55264"
"1",1698691631899,"30/10/2023 18:47:11",1698691631899,0,"30/10/2023 18:47:11",149691,4,"questionnaire-1tsk",NA,32583978,9642208,NA,"complete",NA,"653ffa1eec875e844aa6d2bd","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"Consent",10,"In","LAKBJCIDHEGF",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF54185"
"1",1698691855777,"30/10/2023 18:50:55",1698691855777,0,"30/10/2023 18:50:55",149691,4,"questionnaire-1tsk",NA,32584036,9642217,NA,"complete",NA,"653feb066df56a75520fc8fd","computer","Desktop or Laptop","Windows 10","Firefox 118.0","1536x864","1536x712",NA,NA,0,"Consent",10,"In","ABLCKDJEIFHG",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF95143"
"1",1698693350021,"30/10/2023 19:15:50",1698693350021,0,"30/10/2023 19:15:50",149691,4,"questionnaire-1tsk",NA,32584411,9642303,NA,"complete",NA,"654000ccede5a8173dd7159f","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1707x837",NA,NA,0,"Consent",10,"In","BCADLEKFJGIH",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF72499"
"1",1698694224843,"30/10/2023 19:30:24",1698694224843,0,"30/10/2023 19:30:24",149691,4,"questionnaire-1tsk",NA,32584674,9642370,NA,"complete",NA,"6540044864c956622b29f53c","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x963",NA,NA,0,"Consent",10,"In","CDBEAFLGKHJI",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF83327"
"1",1698694233791,"30/10/2023 19:30:33",1698694233791,0,"30/10/2023 19:30:33",149691,4,"questionnaire-1tsk",NA,32584678,9642372,NA,"complete",NA,"65400449d74a926bfdee8463","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x783",NA,NA,0,"Consent",10,"In","DECFBGAHLIKJ",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF52689"
"1",1698694390639,"30/10/2023 19:33:10",1698694390639,0,"30/10/2023 19:33:10",149691,4,"questionnaire-1tsk",NA,32584721,9642385,NA,"complete",NA,"6540044987c3229f20d29a0d","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.69","1536x864","1528x750",NA,NA,0,"Consent",10,"In","EFDGCHBIAJLK",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF89542"
"1",1698699013426,"30/10/2023 20:50:13",1698684613426,-4,"30/10/2023 12:50:13",149691,4,"questionnaire-1tsk",NA,32585901,9642707,NA,"complete",NA,"654016eb32655cb0128efad8","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x1024","1536x855",NA,NA,0,"Consent",10,"In","FGEHDICJBKAL",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF75604"
"1",1698699338107,"30/10/2023 20:55:38",1698699338107,0,"30/10/2023 20:55:38",149691,4,"questionnaire-1tsk",NA,32585968,9642724,NA,"complete",NA,"6540184087c3229f20d29da4","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.76","1280x720","1272x598",NA,NA,0,"Consent",10,"In","GHFIEJDKCLBA",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF47329"
