"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.vjic","Consent.Form.object.2.I.have.read.and.understood.the.information.sheet.and.hereby.give.my.consent.to.take.part.in.this.experiment.in.full.knowledge.that.data.is.being.recorded...I.Agree.","Consent.Form.object.2.I.have.read.the.information.above.and.understand.I.can.email.the.researchers.with.any.questions...I.Agree.","Consent.Form.object.2.I.consent.to.the.collection.of.the.following.types.of.research.data..Mental.health.questionnaires.and.performance.on.computerised.tasks...I.Agree.","Consent.Form.object.2.I.understand.that.no.identifiable.personal.information.will.be.collected.and.that.my.data.will.be.stored.securely...I.Agree.","Consent.Form.object.2.I.understand.that.participation.is.completely.voluntary.and.that.I.can.withdraw.at.any.point.without.giving.any.reason.and.without.any.penalty..simply.by.closing.my.browser...I.Agree.","Consent.Form.object.2.I.understand.that.confidentiality.will.be.strictly.adhered.to.and.it.will.not.be.possible.to.identify.me.in.any.publications.or.presentations..I.understand.that.such.confidentiality.is.limited.if.evidence.of.wrongdoing.or.potential.harm.is.uncovered..In.such.cases.the.researcher.may.be.obliged.to.contact.relevant.statutory.bodies.agencies...I.Agree.","Consent.Form.object.2.I.understand.the.benefits.of.participating.as.stated.in.the.Information.Sheet..including.the.receipt.of.financial.compensation..at.the.rate.of..8.per.hour...I.Agree.","Consent.Form.object.2.I.understand.that.only.fully.anonymised.research.data.from.the.study.will.be.presented..published.or.archived.in.an.open.access.repository..which.might.be.used.for.future.analysis.by.other.researchers.not.connected.with.UCL...I.Agree.","Consent.Form.object.2.I.hereby.confirm.that.I.am.aged.18.25..speak.fluent.English..and.have.a.good.internet.connection...I.Agree.","Consent.Form.object.2.I.consent.to.take.part.in.the.study...I.Agree.","Random_ID"
"1",1707935137454,"14/02/2024 18:25:37",1707913537454,-6,"14/02/2024 06:25:37",163173,5,"questionnaire-1tsk",NA,35154085,10388441,NA,"complete",NA,"65cd0587377ad148b585ac2e","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"Consent",11,"In","KLJAIBHCGDFE",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF56429"
"1",1707937192745,"14/02/2024 18:59:52",1707937192745,0,"14/02/2024 18:59:52",163173,5,"questionnaire-1tsk",NA,35155211,10388716,NA,"complete",NA,"65cd0d38500351e8c8f80863","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x632",NA,NA,0,"Consent",11,"In","LAKBJCIDHEGF",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF66474"
"1",1707938019138,"14/02/2024 19:13:39",1707938019138,0,"14/02/2024 19:13:39",163173,5,"questionnaire-1tsk",NA,35155668,10388818,NA,"complete",NA,"65cd107fe75dfbcced622892","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1536x864","1528x742",NA,NA,0,"Consent",11,"In","ABLCKDJEIFHG",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF26473"
"1",1707939044673,"14/02/2024 19:30:44",1707939044673,0,"14/02/2024 19:30:44",163173,5,"questionnaire-1tsk",NA,35156259,10388952,NA,"complete",NA,"65cd14d809dab9082ed13b86","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1368x673",NA,NA,0,"Consent",11,"In","BCADLEKFJGIH",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF32263"
"1",1707991365911,"15/02/2024 10:02:45",1707991365911,0,"15/02/2024 10:02:45",163173,5,"questionnaire-1tsk",NA,35167625,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"Consent",11,"In","CDBEAFLGKHJI",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF79831"
"1",1707991487161,"15/02/2024 10:04:47",1707991487161,0,"15/02/2024 10:04:47",163173,5,"questionnaire-1tsk",NA,35167702,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"Consent",11,"In","DECFBGAHLIKJ",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF99282"
"1",1707991529914,"15/02/2024 10:05:29",1707991529914,0,"15/02/2024 10:05:29",163173,5,"questionnaire-1tsk",NA,35167731,10392268,NA,"complete",NA,"65cde1d8bb3de642ad44386a","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x703",NA,NA,0,"Consent",11,"In","EFDGCHBIAJLK",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF72552"
"1",1707991634515,"15/02/2024 10:07:14",1707991634515,0,"15/02/2024 10:07:14",163173,5,"questionnaire-1tsk",NA,35167800,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"Consent",11,"In","FGEHDICJBKAL",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF41593"
"1",1707991813252,"15/02/2024 10:10:13",1707991813252,0,"15/02/2024 10:10:13",163173,5,"questionnaire-1tsk",NA,35167904,10392311,NA,"complete",NA,"65cde2f496c07670987eaeee","computer","Desktop or Laptop","Mac OS 10.15","Firefox 122.0","1440x900","1426x720",NA,NA,0,"Consent",11,"In","GHFIEJDKCLBA",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF75167"
"1",1707992612296,"15/02/2024 10:23:32",1707992612296,0,"15/02/2024 10:23:32",163173,5,"questionnaire-1tsk",NA,35168372,10392426,NA,"complete",NA,"65cde5a5c7c4e2221f40f103","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.4","1440x900","1440x820",NA,NA,0,"Consent",11,"In","HIGJFKELDACB",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF05565"
"1",1707992649351,"15/02/2024 10:24:09",1707992649351,0,"15/02/2024 10:24:09",163173,5,"questionnaire-1tsk",NA,35168401,10392435,NA,"complete",NA,"65cde6393fb41154eae8b36a","computer","Desktop or Laptop","Windows 10","Firefox 122.0","1920x1080","1908x921",NA,NA,0,"Consent",11,"In","IJHKGLFAEBDC",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF22046"
"1",1707992697043,"15/02/2024 10:24:57",1707992697043,0,"15/02/2024 10:24:57",163173,5,"questionnaire-1tsk",NA,35168434,10392444,NA,"complete",NA,"65cde6614d80fc16af4c8b4a","computer","Desktop or Laptop","Windows 10","Edge 120.0.0.0","1536x960","1528x812",NA,NA,0,"Consent",11,"In","JKILHAGBFCED",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF02973"
"1",1707992701961,"15/02/2024 10:25:01",1707992701961,0,"15/02/2024 10:25:01",163173,5,"questionnaire-1tsk",NA,35168438,10392446,NA,"complete",NA,"65cde6767436a9aaea2a78ab","computer","Desktop or Laptop","Windows 10","Firefox 122.0","1920x1080","1920x919",NA,NA,0,"Consent",11,"In","KLJAIBHCGDFE",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF42986"
"1",1707992938165,"15/02/2024 10:28:58",1707992938165,0,"15/02/2024 10:28:58",163173,5,"questionnaire-1tsk",NA,35168602,10392489,NA,"complete",NA,"65cde752c4ada29166ff6a74","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,0,"Consent",11,"In","LAKBJCIDHEGF",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF73286"
"1",1707992991154,"15/02/2024 10:29:51",1707992991154,0,"15/02/2024 10:29:51",163173,5,"questionnaire-1tsk",NA,35168611,10392491,NA,"complete",NA,"65cde5eefc86493370b95670","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1512x982","1505x760",NA,NA,0,"Consent",11,"In","ABLCKDJEIFHG",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF08258"
"1",1707993158769,"15/02/2024 10:32:38",1707993158769,0,"15/02/2024 10:32:38",163173,5,"questionnaire-1tsk",NA,35168619,10392493,NA,"complete",NA,"65cde76d9cc5c7584633b321","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1242x583",NA,NA,0,"Consent",11,"In","BCADLEKFJGIH",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF93128"
"1",1707993022749,"15/02/2024 10:30:22",1707993022749,0,"15/02/2024 10:30:22",163173,5,"questionnaire-1tsk",NA,35168653,10392498,NA,"complete",NA,"65cde7985b1fd768213c8595","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x800","1280x631",NA,NA,0,"Consent",11,"In","CDBEAFLGKHJI",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF02681"
"1",1707993105013,"15/02/2024 10:31:45",1707993105013,0,"15/02/2024 10:31:45",163173,5,"questionnaire-1tsk",NA,35168734,10392516,NA,"complete",NA,"65cde7f8473756790c8c3d78","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x945",NA,NA,0,"Consent",11,"In","DECFBGAHLIKJ",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF51662"
"1",1707993151406,"15/02/2024 10:32:31",1707993151406,0,"15/02/2024 10:32:31",163173,5,"questionnaire-1tsk",NA,35168775,10392529,NA,"complete",NA,"65cde82cfdfa0c8346fad166","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"Consent",11,"In","EFDGCHBIAJLK",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF26790"
"1",1707993242980,"15/02/2024 10:34:02",1707993242980,0,"15/02/2024 10:34:02",163173,5,"questionnaire-1tsk",NA,35168856,10392543,NA,"complete",NA,"65cde8742fa2e48a0280d323","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x559",NA,NA,0,"Consent",11,"In","FGEHDICJBKAL",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF73193"
"1",1707993459088,"15/02/2024 10:37:39",1707993459088,0,"15/02/2024 10:37:39",163173,5,"questionnaire-1tsk",NA,35169025,10392587,NA,"complete",NA,"65cde7dc29ab753728b8bae6","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x559",NA,NA,0,"Consent",11,"In","GHFIEJDKCLBA",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF95465"
"1",1707994178963,"15/02/2024 10:49:38",1707994178963,0,"15/02/2024 10:49:38",163173,5,"questionnaire-1tsk",NA,35169810,10392742,NA,"complete",NA,"65cdec25877c9e6251459e92","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x779",NA,NA,0,"Consent",11,"In","HIGJFKELDACB",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF04034"
"1",1707994707421,"15/02/2024 10:58:27",1707994707421,0,"15/02/2024 10:58:27",163173,5,"questionnaire-1tsk",NA,35170353,10392847,NA,"complete",NA,"65cdece3a14b6659bed16be0","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1536x864","1488x750",NA,NA,0,"Consent",11,"In","IJHKGLFAEBDC",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF56785"
"1",1708001503094,"15/02/2024 12:51:43",1707979903094,-6,"15/02/2024 00:51:43",163173,5,"questionnaire-1tsk",NA,35177712,10394116,NA,"complete",NA,"65ce075ffdfc4d52aa620d1f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1460x658",NA,NA,0,"Consent",11,"In","JKILHAGBFCED",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF20625"
"1",1708075909597,"16/02/2024 09:31:49",1708075909597,0,"16/02/2024 09:31:49",163173,5,"questionnaire-1tsk",NA,35213762,10404012,NA,"complete",NA,"65cf2b6a031026918a66a2ba","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"Consent",11,"In","KLJAIBHCGDFE",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF16300"
